text,label
আপনার সুন্দর সুন্দর ছবিগুলো দেখে আনন্দ পেয়েছি,প্রমিত
আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন,প্রমিত
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি,প্রমিত
আমি আপনার কাজকে  ভালোবাসি,প্রমিত
আপনার লেখার ধরণ খুব সুন্দর,প্রমিত
আপনার ছবিটি দেখে মন ভরে গেলো,প্রমিত
খুব সুন্দর কথা বলেছেন,প্রমিত
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে,প্রমিত
একদিন সুন্দর একটি বাগানে একটি মেয়ে হাঁটছিল,প্রমিত
সে আকাশে উড়ন্ত পাখির গান শোনতেই মন খুশি হয়ে উঠত,প্রমিত
সে ফুলগুলোর রঙিন মেলা দেখে হৃদয় ভরে যায়,প্রমিত
তার পাশে থাকা পুতুলগুলো সেই মেয়ের সাথে খেলতে আসে,প্রমিত
সে আরও একটি বন্ধু বানাতে চায় যার নাম ছিল রাহাত,প্রমিত
তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ,প্রমিত
তোমার বন্ধুরা  সবাই খুব মেধাবী,প্রমিত
তোমার বন্ধুদের কাছে থাকতে খুব ভালো লাগে,প্রমিত
বিয়ের পর মোটা হবে এমন স্বপ্ন নিয়ে বেঁচে আছে হাজারো পাতলা মেয়ে,প্রমিত
"মেয়েরা যে হারে ভদ্র ছেলে খুঁজছে, ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই",প্রমিত
"খন তোমার একা লাগবে, তুমি চারদিকে কিছুই দেখতে পাবে না",প্রমিত
